year,category,movie,winner,name,gender,order
2017,Best Original Score - Motion Picture,Moonlight,FALSE,Nicholas Britell,M,14
2017,Best Original Song - Motion Picture,Gold,FALSE,Danger Mouse,M,18
2017,Best Original Song - Motion Picture,Gold,FALSE,Stephen Gaghan,M,19
2017,Best Original Song - Motion Picture,Gold,FALSE,Daniel Pemberton,M,20
2017,Best Original Song - Motion Picture,Moana,FALSE,Lin-Manuel Miranda,M,21
2017,Best Original Song - Motion Picture,Ryan Tedder,FALSE,Sing,M,22
2017,Best Original Song - Motion Picture,Stevie Wonder,FALSE,Sing,M,23
2017,Best Original Song - Motion Picture,Francis Farewell Starlite,FALSE,Sing,M,24
2017,Best Original Song - Motion Picture,Trolls,FALSE,Justin Timberlake,M,25
2017,Best Original Song - Motion Picture,Trolls,FALSE,Max Martin,M,26
2017,Best Original Song - Motion Picture,Trolls,FALSE,Shellback,M,27
2017,Best Screenplay - Motion Picture,Hell or High Water,FALSE,Taylor Sheridan,M,29
2017,Best Screenplay - Motion Picture,Manchester by the Sea,FALSE,Kenneth Lonergan,M,30
2017,Best Screenplay - Motion Picture,Moonlight,FALSE,Barry Jenkins,M,31
2017,Best Screenplay - Motion Picture,Nocturnal Animals,FALSE,Tom Ford,M,32
2018,Best Original Song - Motion Picture,Coco,FALSE,Kristen Anderson-Lopez,F,1
2018,Best Original Song - Motion Picture,Mudbound,FALSE,Mary J. Blige,F,2
2018,Best Original Song - Motion Picture,The Star,FALSE,Mariah Carey,F,3
2018,Best Screenplay - Motion Picture,Lady Bird,FALSE,Greta Gerwig,F,4
2018,Best Screenplay - Motion Picture,The Post,FALSE,Liz Hannah,F,5
2018,Best Screenplay - Motion Picture,The Shape of Water,FALSE,Vanessa Taylor,F,6
2018,Best Director - Motion Picture,Dunkirk,FALSE,Christopher Nolan,M,7
2018,Best Director - Motion Picture,The Shape of Water,FALSE,Guillermo del Toro,M,8
2018,Best Director - Motion Picture,"Three Billboards Outside Ebbing, Missouri",FALSE,Martin McDonagh,M,9
2018,Best Director - Motion Picture,All the Money in the World,FALSE,Ridley Scott,M,10
2018,Best Director - Motion Picture,The Post,FALSE,Steven Spielberg,M,11
2018,Best Original Score - Motion Picture,Dunkirk,FALSE,Hans Zimmer,M,12
2018,Best Original Score - Motion Picture,Phantom Thread,FALSE,Jonny Greenwood,M,13
2018,Best Original Score - Motion Picture,The Post,FALSE,John Williams,M,14
2018,Best Original Score - Motion Picture,The Shape of Water,FALSE,Alexandre Desplat,M,15
2018,Best Original Score - Motion Picture,"Three Billboards Outside Ebbing, Missouri",FALSE,Carter Burwell,M,16
2018,Best Original Song - Motion Picture,Robert Lopez,FALSE,Coco,M,17
2018,Best Original Song - Motion Picture,Ferdinand,FALSE,Nick Jonas,M,18
2018,Best Original Song - Motion Picture,Ferdinand,FALSE,Justin Tranter,M,19
2018,Best Original Song - Motion Picture,Ferdinand,FALSE,Nick Monson,M,20
2018,Best Original Song - Motion Picture,Raphael Saadiq,FALSE,Mudbound,M,21
2018,Best Original Song - Motion Picture,Benj Pasek,FALSE,The Greatest Showman,M,22
2018,Best Original Song - Motion Picture,The Greatest Showman,FALSE,Justin Paul,M,23
2018,Best Original Song - Motion Picture,Marc Shaiman,FALSE,The Star,M,24
2018,Best Screenplay - Motion Picture,Molly's Game,FALSE,Aaron Sorkin,M,25
2018,Best Screenplay - Motion Picture,The Post,FALSE,Josh Singer,M,26
2018,Best Screenplay - Motion Picture,The Shape of Water,FALSE,Guillermo del Toro,M,27
2018,Best Screenplay - Motion Picture,"Three Billboards Outside Ebbing, Missouri",FALSE,Martin McDonagh,M,28
1994,Best Director - Motion Picture,Schindler's List,TRUE,Steven Spielberg,M,5
1994,Best Director - Motion Picture,The Fugitive,FALSE,Andrew Davis,M,6
1994,Best Director - Motion Picture,The Remains of the Day,FALSE,James Ivory,M,7
1994,Best Director - Motion Picture,The Piano,FALSE,Jane Campion,F,1
1994,Best Director - Motion Picture,The Age of Innocence,FALSE,Martin Scorsese,M,8
1994,Best Original Song - Motion Picture,Philadelphia,TRUE,Bruce Springsteen,M,9
1994,Best Original Song - Motion Picture,Beethoven's 2nd,FALSE,James Ingram,M,10
1994,Best Original Song - Motion Picture,Beethoven's 2nd,FALSE,Carole Bayer Sager,F,2
1994,Best Original Song - Motion Picture,Beethoven's 2nd,FALSE,Clif Magness,M,11
1994,Best Original Song - Motion Picture,"Faraway, So Close!",FALSE,Adam Clayton,M,12
1994,Best Original Song - Motion Picture,"Faraway, So Close!",FALSE,The Edge,M,13
1994,Best Original Song - Motion Picture,"Faraway, So Close!",FALSE,Larry Mullen Jr.,M,14
1994,Best Original Song - Motion Picture,"Faraway, So Close!",FALSE,Bono,M,15
1994,Best Original Song - Motion Picture,In the Name of the Father,FALSE,Bono,M,16
1994,Best Original Song - Motion Picture,In the Name of the Father,FALSE,Gavin Friday,M,17
1994,Best Original Song - Motion Picture,In the Name of the Father,FALSE,Maurice Seezer,M,18
1994,Best Original Song - Motion Picture,Poetic Justice,FALSE,Janet Jackson,F,3
1994,Best Original Song - Motion Picture,Poetic Justice,FALSE,Jimmy Jam,M,19
1994,Best Original Song - Motion Picture,Poetic Justice,FALSE,Terry Lewis,M,20
1994,Best Original Score - Motion Picture,Heaven & Earth,TRUE,Kitarô,M,21
1994,Best Original Score - Motion Picture,Schindler's List,FALSE,John Williams,M,22
1994,Best Original Score - Motion Picture,The Nightmare Before Christmas,FALSE,Danny Elfman,M,23
1994,Best Original Score - Motion Picture,The Piano,FALSE,Michael Nyman,M,24
1994,Best Original Score - Motion Picture,Three Colors: Blue,FALSE,Zbigniew Preisner,M,25
1994,Best Screenplay - Motion Picture,Schindler's List,TRUE,Steven Zaillian,M,26
1994,Best Screenplay - Motion Picture,Philadelphia,FALSE,Ron Nyswaner,M,27
1994,Best Screenplay - Motion Picture,Short Cuts,FALSE,Robert Altman,M,28
1994,Best Screenplay - Motion Picture,Short Cuts,FALSE,Frank Barhydt,M,29
1994,Best Screenplay - Motion Picture,The Piano,FALSE,Jane Campion,F,4
1994,Best Screenplay - Motion Picture,The Remains of the Day,FALSE,Ruth Prawer Jhabvala,M,30
